"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.781079835E2,6.222359667E1,2.577260667E1,8.629180762E1,1.745937824E0,1.578999996E1,1.700000048E0,8.800000191E0
1.791079835E2,6.222361167E1,2.577262000E1,8.599181750E1,1.748511434E0,2.362000084E1,1.700000048E0,8.899999619E0
1.801079835E2,6.222362667E1,2.577263500E1,8.609182751E1,1.752629161E0,2.443000031E1,1.700000048E0,9.100000381E0
1.811079835E2,6.222364000E1,2.577264333E1,8.589183604E1,1.766526699E0,1.962000084E1,1.700000048E0,8.800000191E0
1.821079835E2,6.222365500E1,2.577264667E1,8.599184519E1,1.749026060E0,2.161000061E1,1.700000048E0,8.899999619E0
1.831079835E2,6.222367000E1,2.577264667E1,8.669185410E1,1.756746888E0,1.306000042E1,1.700000048E0,9.000000000E0
1.841079835E2,6.222368333E1,2.577265000E1,8.679186226E1,1.760864735E0,1.773999977E1,1.700000048E0,9.100000381E0
1.851079835E2,6.222369500E1,2.577265667E1,8.679186968E1,1.753143907E0,1.963999939E1,1.700000048E0,9.199999809E0
1.861079835E2,6.222370833E1,2.577266167E1,8.629187796E1,1.750570297E0,6.630000114E0,1.700000048E0,9.199999809E0
1.871079835E2,6.222372167E1,2.577267000E1,8.579188649E1,1.755717516E0,1.682999992E1,1.700000048E0,8.899999619E0
1.881079835E2,6.222373667E1,2.577268333E1,8.549189638E1,1.739761114E0,1.402999973E1,1.700000048E0,8.899999619E0
1.891079835E2,6.222375167E1,2.577269500E1,8.599190614E1,1.727922559E0,2.507999992E1,1.700000048E0,8.800000191E0
1.901079835E2,6.222376833E1,2.577271167E1,8.589191725E1,1.734099150E0,2.040999985E1,1.600000024E0,8.899999619E0
1.911079835E2,6.222378333E1,2.577272167E1,8.579192689E1,1.720716357E0,1.031000042E1,1.700000048E0,8.899999619E0
1.921079835E2,6.222379667E1,2.577272500E1,8.609193505E1,1.761894226E0,2.147999954E1,1.700000048E0,9.000000000E0
1.931079835E2,6.222381333E1,2.577273167E1,8.579194544E1,1.752114415E0,3.680000067E0,1.700000048E0,9.100000381E0
1.941079835E2,6.222382667E1,2.577273500E1,8.619195360E1,1.763953090E0,2.197999954E1,1.700000048E0,8.899999619E0
1.951079835E2,6.222384500E1,2.577274667E1,8.619196534E1,1.775276899E0,1.094999981E1,1.700000048E0,8.800000191E0
1.961079835E2,6.222386167E1,2.577275667E1,8.639197597E1,1.782483101E0,1.135000038E1,1.700000048E0,9.000000000E0
1.971079835E2,6.222387667E1,2.577277333E1,8.649198610E1,1.780938864E0,1.922999954E1,1.700000048E0,9.399999619E0
1.981079835E2,6.222389167E1,2.577279000E1,8.689199622E1,1.758291125E0,1.612000084E1,1.700000048E0,9.199999809E0
1.991079835E2,6.222390667E1,2.577279833E1,8.729200574E1,1.779394746E0,2.539999962E1,1.700000048E0,9.300000191E0
2.001079835E2,6.222392000E1,2.577281333E1,8.759201475E1,1.759835243E0,2.452000046E1,1.700000048E0,8.899999619E0
2.011079835E2,6.222393500E1,2.577282500E1,8.809202451E1,1.768585563E0,8.750000000E0,1.700000048E0,8.899999619E0
2.021079835E2,6.222394833E1,2.577283333E1,8.829203304E1,1.754173279E0,1.597999954E1,1.700000048E0,8.800000191E0
2.031079835E2,6.222396333E1,2.577284500E1,8.849204280E1,1.713510275E0,2.111000061E1,1.700000048E0,8.800000191E0
2.041079835E2,6.222397667E1,2.577284833E1,8.849205096E1,1.689833045E0,1.921999931E1,1.700000048E0,9.000000000E0
2.051079835E2,6.222399000E1,2.577285667E1,8.799205949E1,1.670788288E0,1.912999916E1,1.700000048E0,8.800000191E0
2.061079835E2,6.222400333E1,2.577287000E1,8.779206838E1,1.662552834E0,1.093999958E1,1.700000048E0,8.899999619E0
2.071079835E2,6.222401833E1,2.577287167E1,8.779207741E1,1.664611697E0,1.859000015E1,1.700000048E0,8.800000191E0
2.081079835E2,6.222403333E1,2.577288333E1,8.789208717E1,1.666155815E0,1.965999985E1,1.700000048E0,9.000000000E0
2.091079835E2,6.222404667E1,2.577289667E1,8.829209606E1,1.659464478E0,1.997999954E1,1.700000048E0,9.199999809E0
2.101079835E2,6.222406167E1,2.577290667E1,8.819210570E1,1.664096951E0,2.032999992E1,1.700000048E0,9.399999619E0
2.111079835E2,6.222407667E1,2.577291833E1,8.809211546E1,1.646081686E0,1.481999969E1,1.700000048E0,9.699999809E0
2.121079835E2,6.222409333E1,2.577292333E1,8.779212572E1,1.618801355E0,1.735000038E1,1.700000048E0,9.699999809E0
2.131079835E2,6.222410833E1,2.577292833E1,8.779213499E1,1.651743650E0,1.839999962E1,1.700000048E0,1.000000000E1
2.141079835E2,6.222412000E1,2.577293833E1,8.799214265E1,1.653287768E0,3.313000107E1,1.700000048E0,9.699999809E0
2.151079835E2,6.222413167E1,2.577294833E1,8.809215031E1,1.674391389E0,2.854000092E1,1.700000048E0,9.399999619E0
2.161079835E2,6.222414833E1,2.577295833E1,8.789216094E1,1.702186346E0,1.406999969E1,1.700000048E0,9.600000381E0
2.171079835E2,6.222416833E1,2.577296167E1,8.789217306E1,1.704245329E0,1.101000023E1,1.700000048E0,9.600000381E0
2.181079835E2,6.222418500E1,2.577296667E1,8.839218332E1,1.745937824E0,9.800000191E0,1.700000048E0,9.500000000E0
2.191079835E2,6.222420000E1,2.577297000E1,8.899219247E1,1.731010795E0,1.634000015E1,1.700000048E0,9.500000000E0
2.201079835E2,6.222421500E1,2.577297500E1,8.949220175E1,1.725863576E0,2.261000061E1,1.600000024E0,9.800000191E0
2.211079835E2,6.222423167E1,2.577298333E1,9.009221225E1,1.742849469E0,2.640999985E1,1.700000048E0,9.699999809E0
2.221079835E2,6.222424667E1,2.577299167E1,9.089222177E1,1.722260594E0,1.647999954E1,1.600000024E0,1.000000000E1
2.231079835E2,6.222426333E1,2.577299667E1,9.129223203E1,1.720716357E0,1.318999958E1,1.500000000E0,1.010000038E1
2.241079835E2,6.222427833E1,2.577300667E1,9.119224167E1,1.738731623E0,1.578999996E1,1.500000000E0,1.010000038E1
2.251079835E2,6.222429333E1,2.577302500E1,9.099225191E1,1.681597471E0,2.575000000E1,1.500000000E0,9.800000191E0
2.261079835E2,6.222430833E1,2.577304000E1,9.109226191E1,1.667185307E0,2.287000084E1,1.500000000E0,9.899999619E0
2.271079835E2,6.222432500E1,2.577305167E1,9.119227266E1,1.658949733E0,1.712999916E1,1.600000024E0,1.019999981E1
2.281079835E2,6.222434333E1,2.577306333E1,9.119228440E1,1.615713000E0,9.970000267E0,1.500000000E0,1.019999981E1
2.291079835E2,6.222436000E1,2.577306833E1,9.149229466E1,1.657920241E0,8.550000191E0,1.500000000E0,1.000000000E1
2.301079835E2,6.222437667E1,2.577307500E1,9.159230504E1,1.649684668E0,1.106999969E1,1.500000000E0,1.000000000E1
2.311079835E2,6.222439167E1,2.577309167E1,9.189231516E1,1.647625804E0,2.293000031E1,1.500000000E0,1.000000000E1
2.321079835E2,6.222440667E1,2.577310333E1,9.219232492E1,1.700642228E0,2.137999916E1,1.500000000E0,1.010000038E1
2.331079835E2,6.222442333E1,2.577311667E1,9.229233579E1,1.706304193E0,1.313000011E1,1.399999976E0,1.010000038E1
2.341079835E2,6.222444167E1,2.577312167E1,9.249234704E1,1.694980264E0,1.688999939E1,1.500000000E0,1.000000000E1
2.351079835E2,6.222445833E1,2.577312667E1,9.229235730E1,1.737187505E0,1.115999985E1,1.500000000E0,9.600000381E0
2.361079835E2,6.222447667E1,2.577312833E1,9.209236831E1,1.727407813E0,1.671999931E1,1.500000000E0,9.899999619E0
2.371079835E2,6.222449167E1,2.577313667E1,9.209237783E1,1.742334723E0,1.912999916E1,1.500000000E0,1.019999981E1
2.381079835E2,6.222451000E1,2.577314667E1,9.219238944E1,1.762408853E0,1.698999977E1,1.500000000E0,1.010000038E1
2.391079835E2,6.222452667E1,2.577315333E1,9.249239983E1,1.729466677E0,1.064999962E1,1.500000000E0,9.800000191E0
2.401079835E2,6.222454167E1,2.577316000E1,9.259240922E1,1.768585563E0,1.335000038E1,1.500000000E0,1.010000038E1
2.411079835E2,6.222455667E1,2.577316500E1,9.259241849E1,1.769100308E0,1.620000076E1,1.500000000E0,9.699999809E0
2.421079835E2,6.222457000E1,2.577317333E1,9.259242701E1,1.726378322E0,2.179999924E1,1.500000000E0,1.000000000E1
2.431079835E2,6.222458333E1,2.577318333E1,9.269243566E1,1.751599669E0,1.688999939E1,1.500000000E0,1.010000038E1
2.441079835E2,6.222459167E1,2.577320333E1,9.309244206E1,1.741819978E0,1.256999969E1,1.700000048E0,9.399999619E0
2.451079835E2,6.222460333E1,2.577321167E1,9.339244960E1,1.715569139E0,9.890000343E0,1.700000048E0,9.199999809E0
2.461079835E2,6.222461333E1,2.577322833E1,9.369245675E1,1.690862536E0,1.131999969E1,1.700000048E0,9.100000381E0
2.471079835E2,6.222462333E1,2.577324333E1,9.369246378E1,1.642993331E0,6.000000000E0,1.700000048E0,8.899999619E0
2.481079835E2,6.222463333E1,2.577325167E1,9.379247032E1,1.605933309E0,9.550000191E0,1.700000048E0,9.100000381E0
2.491079835E2,6.222464667E1,2.577326333E1,9.419247909E1,1.633213639E0,1.200000000E1,1.700000048E0,9.000000000E0
2.501079835E2,6.222465833E1,2.577327500E1,9.459248686E1,1.596153617E0,1.392000008E1,1.600000024E0,8.800000191E0
2.511079835E2,6.222466667E1,2.577329500E1,9.479249327E1,1.598212481E0,1.604000092E1,1.600000024E0,8.699999809E0
2.521079835E2,6.222468000E1,2.577331167E1,9.499250240E1,1.634243011E0,1.247999954E1,1.500000000E0,8.699999809E0
2.531079835E2,6.222469333E1,2.577333167E1,9.509251177E1,1.593065262E0,1.661000061E1,1.600000024E0,8.600000381E0
2.541079835E2,6.222470667E1,2.577334167E1,9.509252041E1,1.610565782E0,1.521000004E1,1.500000000E0,8.600000381E0
2.551079835E2,6.222472167E1,2.577335333E1,9.499253017E1,1.615198374E0,2.078000069E1,1.500000000E0,8.699999809E0
2.561079835E2,6.222473500E1,2.577336167E1,9.489253869E1,1.620345592E0,8.079999924E0,1.500000000E0,8.800000191E0
2.571079835E2,6.222475000E1,2.577336333E1,9.469254772E1,1.672847271E0,7.449999809E0,1.500000000E0,8.600000381E0
2.581079835E2,6.222476667E1,2.577337000E1,9.439255810E1,1.709392548E0,8.840000153E0,1.500000000E0,8.699999809E0
2.591079835E2,6.222478167E1,2.577336833E1,9.409256689E1,1.706818938E0,2.849999905E0,1.600000024E0,9.100000381E0
2.601079835E2,6.222479667E1,2.577336333E1,9.349257543E1,1.684685826E0,3.273800049E2,1.700000048E0,9.300000191E0
2.611079835E2,6.222480667E1,2.577334833E1,9.319258028E1,1.680053353E0,3.177900085E2,1.600000024E0,9.500000000E0
2.621079835E2,6.222481667E1,2.577332167E1,9.269258428E1,1.667700052E0,2.993699951E2,1.600000024E0,9.600000381E0
2.631079835E2,6.222482667E1,2.577329333E1,9.249258816E1,1.670273662E0,2.988200073E2,1.500000000E0,9.500000000E0
2.641079835E2,6.222483333E1,2.577326667E1,9.219259018E1,1.680568099E0,2.941600037E2,1.500000000E0,9.699999809E0
2.651079835E2,6.222484167E1,2.577323333E1,9.199259271E1,1.671817780E0,2.891300049E2,1.500000000E0,9.600000381E0
2.661079835E2,6.222484833E1,2.577320167E1,9.189259437E1,1.741305232E0,2.911099854E2,1.500000000E0,9.399999619E0
2.671079835E2,6.222485500E1,2.577317000E1,9.189259603E1,1.698583364E0,2.918800049E2,1.500000000E0,9.300000191E0
2.681079835E2,6.222485833E1,2.577313667E1,9.219259559E1,1.677479744E0,2.829599915E2,1.500000000E0,9.199999809E0
2.691079835E2,6.222486167E1,2.577310500E1,9.209259527E1,1.674906135E0,2.894599915E2,1.500000000E0,9.100000381E0
2.701079835E2,6.222486500E1,2.577307500E1,9.199259507E1,1.696524501E0,2.945000000E2,1.700000048E0,9.100000381E0
2.711079835E2,6.222486167E1,2.577304000E1,9.199259055E1,1.692406654E0,2.888299866E2,1.700000048E0,9.300000191E0
2.721079835E2,6.222486167E1,2.577300500E1,9.219258800E1,1.702186346E0,2.843200073E2,1.700000048E0,9.199999809E0
2.731079835E2,6.222486667E1,2.577297500E1,9.199258879E1,1.701156974E0,2.892000122E2,1.600000024E0,9.300000191E0
2.741079835E2,6.222487500E1,2.577295000E1,9.179259193E1,1.665126443E0,2.953200073E2,1.600000024E0,9.600000381E0
2.751079835E2,6.222488000E1,2.577291667E1,9.139259248E1,1.696009755E0,2.997099915E2,1.600000024E0,9.199999809E0
2.761079835E2,6.222488333E1,2.577288333E1,9.139259203E1,1.647111058E0,2.890899963E2,1.600000024E0,9.199999809E0
2.771079835E2,6.222488833E1,2.577285000E1,9.119259258E1,1.668214679E0,2.954599915E2,1.500000000E0,9.399999619E0
2.781079835E2,6.222489333E1,2.577281167E1,9.139259277E1,1.691891909E0,2.945599976E2,1.600000024E0,9.100000381E0
2.791079835E2,6.222488667E1,2.577276833E1,9.249258566E1,1.651743650E0,2.881400146E2,1.700000048E0,9.100000381E0
2.801079835E2,6.222488500E1,2.577273667E1,9.299258237E1,1.643508077E0,2.932300110E2,1.700000048E0,9.199999809E0
2.811079835E2,6.222489167E1,2.577270333E1,9.279258391E1,1.684171081E0,2.916099854E2,1.600000024E0,9.000000000E0
2.821079835E2,6.222490000E1,2.577267167E1,9.259258656E1,1.673876643E0,2.909800110E2,1.600000024E0,9.000000000E0
2.831079835E2,6.222490667E1,2.577264333E1,9.219258846E1,1.689833045E0,2.871600037E2,1.500000000E0,9.199999809E0
2.841079835E2,6.222491167E1,2.577260833E1,9.219258889E1,1.733584404E0,2.859299927E2,1.500000000E0,9.199999809E0
2.851079835E2,6.222491333E1,2.577257333E1,9.239258734E1,1.700642228E0,2.899700012E2,1.500000000E0,9.100000381E0
2.861079835E2,6.222492000E1,2.577254667E1,9.229258936E1,1.709907174E0,2.916099854E2,1.500000000E0,9.000000000E0
2.871079835E2,6.222492833E1,2.577251667E1,9.249259214E1,1.722775221E0,2.964700012E2,1.399999976E0,9.199999809E0
2.881079835E2,6.222493500E1,2.577248667E1,9.229259392E1,1.714025021E0,2.897099915E2,1.399999976E0,9.399999619E0
2.891079835E2,6.222494000E1,2.577245667E1,9.199259471E1,1.774762273E0,2.820499878E2,1.399999976E0,9.000000000E0
2.901079835E2,6.222494667E1,2.577241000E1,9.199259528E1,1.903442740E0,2.927699890E2,1.399999976E0,8.800000191E0
2.911079835E2,6.222496000E1,2.577236167E1,9.169259969E1,2.025946617E0,2.999200134E2,1.500000000E0,8.899999619E0
2.921079835E2,6.222496500E1,2.577230333E1,9.169259843E1,2.133008957E0,2.853299866E2,1.700000048E0,9.399999619E0
2.931079835E2,6.222497167E1,2.577224833E1,9.169259840E1,2.280219555E0,2.928599854E2,1.600000024E0,9.500000000E0
2.941079835E2,6.222498333E1,2.577219833E1,9.169260170E1,2.395517111E0,3.007699890E2,1.600000024E0,9.699999809E0
2.951079835E2,6.222499500E1,2.577214667E1,9.139260488E1,2.572067022E0,2.923299866E2,1.600000024E0,9.699999809E0
2.961079835E2,6.222500667E1,2.577208500E1,9.129260733E1,2.755308151E0,2.934700012E2,1.600000024E0,9.800000191E0
2.971079835E2,6.222501833E1,2.577202000E1,9.139260955E1,2.926710606E0,2.940799866E2,1.600000024E0,9.699999809E0
2.981079835E2,6.222503667E1,2.577196333E1,9.149261633E1,3.103260279E0,3.027600098E2,1.600000024E0,9.699999809E0
2.991079835E2,6.222505500E1,2.577190667E1,9.109262311E1,3.248926640E0,2.920700073E2,1.600000024E0,9.500000000E0
3.001079835E2,6.222506833E1,2.577185000E1,9.059262692E1,3.316869974E0,2.850000000E2,1.600000024E0,9.500000000E0
3.011079835E2,6.222508000E1,2.577178500E1,9.049262913E1,3.353929996E0,2.938299866E2,1.600000024E0,9.600000381E0
3.021079835E2,6.222509667E1,2.577172333E1,9.009263456E1,3.437314987E0,2.950700073E2,1.600000024E0,9.699999809E0
3.031079835E2,6.222510667E1,2.577166333E1,8.969263615E1,3.416726112E0,2.811900024E2,1.600000024E0,9.699999809E0
3.041079835E2,6.222511333E1,2.577160167E1,8.959263563E1,3.458418608E0,2.847600098E2,1.600000024E0,9.600000381E0
3.051079835E2,6.222512667E1,2.577154333E1,8.899263933E1,3.468713045E0,2.948099976E2,1.600000024E0,9.699999809E0
3.061079835E2,6.222513667E1,2.577147667E1,8.879264043E1,3.472316027E0,2.875599976E2,1.600000024E0,9.899999619E0
3.071079835E2,6.222514333E1,2.577140833E1,8.889263943E1,3.452756643E0,2.826600037E2,1.600000024E0,1.060000038E1
3.081079835E2,6.222515000E1,2.577134333E1,8.909263868E1,3.440917969E0,2.890199890E2,1.700000048E0,1.130000019E1
3.091079835E2,6.222515667E1,2.577127833E1,8.949263793E1,3.413637877E0,2.927099915E2,1.700000048E0,1.200000000E1
3.101079835E2,6.222516833E1,2.577122167E1,8.949264075E1,3.390990019E0,2.942500000E2,1.799999952E0,1.230000019E1
3.111079835E2,6.222518167E1,2.577116333E1,8.949264444E1,3.376063108E0,3.104200134E2,1.799999952E0,1.219999981E1
3.121079835E2,6.222519833E1,2.577111000E1,8.959265048E1,3.343635559E0,3.120599976E2,1.899999976E0,1.260000038E1
3.131079835E2,6.222522000E1,2.577106500E1,8.929266010E1,3.359591961E0,3.122099915E2,1.899999976E0,1.280000019E1
3.141079835E2,6.222524000E1,2.577101500E1,8.919266836E1,3.353415251E0,3.197300110E2,1.899999976E0,1.169999981E1
3.151079835E2,6.222526167E1,2.577096833E1,8.919267785E1,3.314811230E0,3.191900024E2,1.899999976E0,1.219999981E1
3.161079835E2,6.222528500E1,2.577094000E1,8.849268967E1,3.258706331E0,3.163900146E2,1.899999976E0,1.280000019E1
3.171079835E2,6.222530667E1,2.577090667E1,8.819270013E1,3.254588604E0,3.197900085E2,2.000000000E0,1.369999981E1
3.181079835E2,6.222533833E1,2.577086833E1,8.769271618E1,3.234514475E0,3.170100098E2,1.899999976E0,1.189999962E1
3.191079835E2,6.222535667E1,2.577083000E1,8.749272430E1,3.188704252E0,3.078999939E2,1.899999976E0,1.230000019E1
3.201079835E2,6.222537667E1,2.577077833E1,8.729273244E1,3.235543966E0,3.095400085E2,1.899999976E0,1.300000000E1
3.211079835E2,6.222540500E1,2.577071000E1,8.739274433E1,3.237087965E0,3.085499878E2,1.899999976E0,1.139999962E1
3.221079835E2,6.222542667E1,2.577065333E1,8.759275311E1,3.298854828E0,3.100400085E2,1.799999952E0,1.069999981E1
3.231079835E2,6.222545500E1,2.577058333E1,8.749276488E1,3.306060791E0,3.078999939E2,1.700000048E0,1.080000019E1
3.241079835E2,6.222546833E1,2.577054333E1,8.749276991E1,3.321502447E0,3.089100037E2,1.700000048E0,1.039999962E1
3.251079835E2,6.222548333E1,2.577050000E1,8.759277568E1,3.298854828E0,3.062999878E2,1.700000048E0,1.060000038E1
3.261079835E2,6.222550500E1,2.577044333E1,8.759278446E1,3.360106707E0,3.090400085E2,1.700000048E0,1.080000019E1
3.271079835E2,6.222552000E1,2.577039833E1,8.739279012E1,3.346209049E0,3.190000000E2,1.700000048E0,1.080000019E1
3.281079835E2,6.222555000E1,2.577034333E1,8.709280397E1,3.372974634E0,3.190000000E2,1.700000048E0,1.089999962E1
3.291079835E2,6.222556833E1,2.577031000E1,8.789281246E1,3.398710728E0,3.190000000E2,1.799999952E0,1.039999962E1
3.301079835E2,6.222559667E1,2.577025667E1,8.849282544E1,3.353929996E0,3.190000000E2,1.799999952E0,1.060000038E1
3.311079835E2,6.222562500E1,2.577020333E1,8.879283843E1,3.321502447E0,3.190000000E2,1.799999952E0,1.039999962E1
3.321079835E2,6.222563833E1,2.577018000E1,8.849284467E1,3.263853550E0,3.190000000E2,1.700000048E0,1.060000038E1
3.331079835E2,6.222565167E1,2.577015500E1,8.819285079E1,3.231426001E0,3.190000000E2,1.700000048E0,1.080000019E1
3.341079835E2,6.222567833E1,2.577010500E1,8.769286302E1,3.192307234E0,3.190000000E2,1.700000048E0,1.039999962E1
3.351079835E2,6.222570667E1,2.577005000E1,8.719287589E1,3.243779421E0,3.190000000E2,1.700000048E0,1.050000000E1
3.361079835E2,6.222573667E1,2.576999500E1,8.659288975E1,3.200542688E0,3.190000000E2,1.700000048E0,1.050000000E1
3.371079835E2,6.222575167E1,2.576996833E1,8.639289674E1,3.207748890E0,3.190000000E2,1.600000024E0,1.030000019E1
3.381079835E2,6.222576833E1,2.576993833E1,8.639290448E1,3.142379284E0,3.190000000E2,1.600000024E0,1.060000038E1
3.391079835E2,6.222579000E1,2.576989667E1,8.669291435E1,3.166571140E0,3.190000000E2,1.600000024E0,1.080000019E1
3.401079835E2,6.222581667E1,2.576984500E1,8.689292647E1,3.167600632E0,3.190000000E2,1.600000024E0,1.089999962E1
3.411079835E2,6.222584333E1,2.576979667E1,8.749293883E1,3.173262596E0,3.190000000E2,1.700000048E0,1.119999981E1
3.421079835E2,6.222586333E1,2.576975833E1,8.779294795E1,3.150614738E0,3.190000000E2,1.700000048E0,1.180000019E1
3.431079835E2,6.222588333E1,2.576972333E1,8.829295731E1,3.213410854E0,3.190000000E2,1.799999952E0,1.239999962E1
3.441079835E2,6.222590333E1,2.576968500E1,8.829296644E1,3.267971277E0,3.190000000E2,1.799999952E0,1.280000019E1
3.451079835E2,6.222592000E1,2.576965333E1,8.869297406E1,3.278780460E0,3.190000000E2,1.700000048E0,1.050000000E1
3.461079835E2,6.222594000E1,2.576961667E1,8.879298330E1,3.250470877E0,3.190000000E2,1.799999952E0,1.069999981E1
3.471079835E2,6.222596667E1,2.576958333E1,8.899299675E1,3.222161055E0,3.163500061E2,1.700000048E0,1.000000000E1
3.481079835E2,6.222599500E1,2.576956333E1,8.909301216E1,3.238117456E0,3.344100037E2,1.700000048E0,1.010000038E1
3.491079835E2,6.222602000E1,2.576953333E1,8.959302486E1,3.229367256E0,3.281000061E2,1.700000048E0,1.019999981E1
3.501079835E2,6.222604500E1,2.576949833E1,8.959303720E1,3.203116417E0,3.289700012E2,1.600000024E0,9.899999619E0
3.511079835E2,6.222607167E1,2.576947000E1,8.959305101E1,3.151129484E0,3.314700012E2,1.600000024E0,9.899999619E0
3.521079835E2,6.222609500E1,2.576944333E1,8.899306297E1,3.121790171E0,3.273699951E2,1.600000024E0,9.899999619E0
3.531079835E2,6.222612167E1,2.576940833E1,8.899307630E1,3.129511118E0,3.286799927E2,1.600000024E0,9.699999809E0
3.541079835E2,6.222614500E1,2.576937667E1,8.869308789E1,3.061567783E0,3.276400146E2,1.600000024E0,9.899999619E0
3.551079835E2,6.222617167E1,2.576934167E1,8.849310122E1,2.977153301E0,3.263399963E2,1.600000024E0,9.899999619E0
3.561079835E2,6.222619667E1,2.576931000E1,8.819311381E1,2.932887316E0,3.400000000E2,1.600000024E0,1.000000000E1
3.571079835E2,6.222622167E1,2.576929000E1,8.789312723E1,2.917445660E0,3.400000000E2,1.600000024E0,1.010000038E1
3.581079835E2,6.222625167E1,2.576926833E1,8.759314351E1,2.881414890E0,3.430000000E2,1.600000024E0,1.030000019E1
3.591079835E2,6.222627833E1,2.576925000E1,8.759315805E1,2.852590561E0,3.430000000E2,1.600000024E0,1.060000038E1
3.601079835E2,6.222631000E1,2.576923000E1,8.789317545E1,2.792368174E0,3.450000000E2,1.700000048E0,1.089999962E1
3.612069555E2,6.222630833E1,2.576923000E1,8.789317446E1,0.000000000E0,0.000000000E0,2.299999952E0,2.050000000E1
